PFBCOLO CB Equity;ECOPETL CB Equity;GRUPOSUR CB Equity;BCOLO CB Equity;ISA CB Equity;NUTRESA CB Equity;GEB CB Equity;GRUPOARG CB Equity;PFAVAL CB Equity;PFGRUPSU CB Equity;PFDAVVND CB Equity;CEMARGOS CB Equity;PFGRUPOA CB Equity;EXITO CB Equity;BOGOTA CB Equity;CELSIA CB Equity;CORFICOL CB Equity;PFCEMARG CB Equity;CLH CB Equity;AVAL CB Equity;PFAVH CB Equity;BVC CB Equity;CNEC CB Equity;CONCONC CB Equity;ETB CB Equity
 26.360 ; 1.240 ; 38.200 ; 24.380 ; 9.170 ; 25.300 ; 1.825 ; 18.700 ; 1.185 ; 37.500 ; 27.200 ; 11.640 ; 17.700 ; 14.020 ; 58.600 ; 3.758 ; 36.348 ; 10.640 ; 12.000 ; 1.175 ; 2.290 ; 9.250 ; 9.740 ; 1.095 ; 596 
 26.500 ; 1.230 ; 38.280 ; 24.500 ; 9.270 ; 25.300 ; 1.805 ; 18.600 ; 1.180 ; 37.800 ; 27.160 ; 11.680 ; 17.760 ; 14.060 ; 58.600 ; 3.758 ; 36.406 ; 10.700 ; 12.200 ; 1.165 ; 2.335 ; 9.250 ; 9.530 ; 1.095 ; 600 
 26.500 ; 1.260 ; 38.400 ; 24.440 ; 9.350 ; 25.260 ; 1.810 ; 18.800 ; 1.180 ; 37.940 ; 27.300 ; 11.620 ; 17.760 ; 14.160 ; 58.600 ; 3.758 ; 36.712 ; 10.700 ; 12.240 ; 1.165 ; 2.305 ; 9.350 ; 9.880 ; 1.095 ; 602 
 26.900 ; 1.240 ; 38.660 ; 24.960 ; 9.410 ; 25.420 ; 1.820 ; 18.900 ; 1.190 ; 38.200 ; 27.600 ; 11.760 ; 18.100 ; 14.180 ; 58.260 ; 3.758 ; 36.731 ; 10.820 ; 12.420 ; 1.185 ; 2.305 ; 9.400 ; 9.830 ; 1.095 ; 602 
 26.960 ; 1.225 ; 38.560 ; 25.060 ; 9.400 ; 25.520 ; 1.820 ; 18.900 ; 1.195 ; 38.080 ; 27.480 ; 11.600 ; 18.080 ; 14.140 ; 58.340 ; 3.788 ; 36.693 ; 10.780 ; 12.360 ; 1.190 ; 2.310 ; 9.450 ; 9.940 ; 1.095 ; 600 
 27.180 ; 1.230 ; 38.480 ; 25.220 ; 9.480 ; 25.560 ; 1.835 ; 19.000 ; 1.195 ; 38.180 ; 27.600 ; 11.700 ; 18.160 ; 14.000 ; 58.580 ; 3.808 ; 36.654 ; 10.920 ; 12.420 ; 1.185 ; 2.355 ; 9.300 ; 9.950 ; 1.090 ; 607 
 27.180 ; 1.220 ; 38.500 ; 25.100 ; 9.450 ; 25.560 ; 1.815 ; 18.820 ; 1.195 ; 37.720 ; 27.600 ; 11.640 ; 18.080 ; 13.820 ; 58.600 ; 3.837 ; 36.693 ; 10.900 ; 12.500 ; 1.185 ; 2.345 ; 9.300 ; 9.940 ; 1.090 ; 601 
 27.180 ; 1.220 ; 38.500 ; 25.100 ; 9.450 ; 25.560 ; 1.815 ; 18.820 ; 1.195 ; 37.720 ; 27.600 ; 11.640 ; 18.080 ; 13.820 ; 58.600 ; 3.837 ; 36.693 ; 10.900 ; 12.500 ; 1.185 ; 2.345 ; 9.300 ; 9.940 ; 1.090 ; 601 
 27.380 ; 1.275 ; 38.620 ; 25.480 ; 9.700 ; 26.000 ; 1.845 ; 19.240 ; 1.200 ; 38.020 ; 27.800 ; 11.880 ; 18.500 ; 13.980 ; 59.500 ; 3.872 ; 36.731 ; 11.000 ; 12.700 ; 1.200 ; 2.330 ; 9.550 ; 9.420 ; 1.120 ; 602 
 27.320 ; 1.320 ; 38.860 ; 25.320 ; 9.670 ; 25.880 ; 1.860 ; 19.340 ; 1.230 ; 38.380 ; 27.640 ; 11.800 ; 18.580 ; 13.980 ; 59.640 ; 3.907 ; 36.501 ; 10.980 ; 12.640 ; 1.230 ; 2.480 ; 9.700 ; 9.260 ; 1.105 ; 608 
 27.180 ; 1.330 ; 38.560 ; 25.180 ; 9.650 ; 26.000 ; 1.880 ; 19.500 ; 1.235 ; 37.880 ; 27.780 ; 11.640 ; 18.560 ; 13.960 ; 59.500 ; 3.996 ; 36.348 ; 10.920 ; 12.780 ; 1.230 ; 2.455 ; 9.700 ; 9.590 ; 1.115 ; 610 
 27.720 ; 1.320 ; 38.620 ; 25.640 ; 9.610 ; 25.920 ; 1.860 ; 19.460 ; 1.210 ; 37.980 ; 28.100 ; 11.640 ; 18.500 ; 13.920 ; 58.840 ; 3.956 ; 36.348 ; 10.920 ; 12.880 ; 1.220 ; 2.485 ; 9.700 ; 9.300 ; 1.120 ; 606 
 28.080 ; 1.290 ; 38.700 ; 25.800 ; 9.620 ; 25.900 ; 1.840 ; 19.220 ; 1.220 ; 38.180 ; 27.820 ; 11.780 ; 18.340 ; 13.860 ; 59.000 ; 3.956 ; 36.520 ; 10.820 ; 12.900 ; 1.215 ; 2.395 ; 9.700 ; 9.000 ; 1.100 ; 604 
 28.180 ; 1.330 ; 38.860 ; 25.960 ; 9.700 ; 25.900 ; 1.840 ; 19.380 ; 1.240 ; 38.220 ; 28.160 ; 11.780 ; 18.420 ; 13.920 ; 59.700 ; 4.001 ; 36.406 ; 10.880 ; 12.900 ; 1.230 ; 2.440 ; 9.750 ; 9.080 ; 1.115 ; 611 
 28.280 ; 1.325 ; 39.080 ; 26.200 ; 9.800 ; 26.080 ; 1.890 ; 19.600 ; 1.250 ; 38.680 ; 28.700 ; 11.780 ; 18.760 ; 13.960 ; 60.460 ; 4.006 ; 36.559 ; 11.040 ; 13.200 ; 1.245 ; 2.445 ; 9.700 ; 9.590 ; 1.100 ; 612 
 28.360 ; 1.325 ; 38.700 ; 26.200 ; 9.860 ; 26.100 ; 1.890 ; 19.700 ; 1.235 ; 38.300 ; 29.000 ; 11.880 ; 18.760 ; 14.100 ; 60.000 ; 4.020 ; 37.018 ; 11.060 ; 13.400 ; 1.240 ; 2.450 ; 9.700 ; 9.700 ; 1.085 ; 611 
 28.640 ; 1.320 ; 39.000 ; 26.400 ; 9.890 ; 25.900 ; 1.885 ; 19.640 ; 1.240 ; 38.480 ; 28.740 ; 11.900 ; 18.660 ; 14.160 ; 60.000 ; 4.020 ; 37.190 ; 11.040 ; 13.340 ; 1.235 ; 2.460 ; 9.700 ; 9.820 ; 1.090 ; 612 
 28.560 ; 1.320 ; 38.860 ; 26.440 ; 9.880 ; 26.000 ; 1.880 ; 19.420 ; 1.240 ; 38.500 ; 28.940 ; 11.880 ; 18.640 ; 14.000 ; 60.560 ; 4.016 ; 37.362 ; 11.020 ; 13.220 ; 1.230 ; 2.530 ; 9.800 ; 9.850 ; 1.100 ; 615 
 28.640 ; 1.325 ; 39.180 ; 26.560 ; 9.820 ; 26.160 ; 1.870 ; 19.500 ; 1.225 ; 38.560 ; 29.060 ; 11.720 ; 18.840 ; 14.300 ; 60.000 ; 3.956 ; 37.113 ; 11.120 ; 13.400 ; 1.210 ; 2.530 ; 9.800 ; 9.850 ; 1.100 ; 614 
 29.100 ; 1.320 ; 38.640 ; 26.800 ; 9.900 ; 26.120 ; 1.850 ; 19.720 ; 1.250 ; 38.200 ; 29.180 ; 11.800 ; 18.900 ; 14.600 ; 60.520 ; 3.966 ; 37.266 ; 11.220 ; 13.320 ; 1.250 ; 2.540 ; 9.550 ; 9.850 ; 1.125 ; 600 
 29.260 ; 1.295 ; 38.620 ; 26.900 ; 9.860 ; 26.140 ; 1.860 ; 19.800 ; 1.255 ; 37.920 ; 29.000 ; 11.900 ; 18.980 ; 14.520 ; 61.000 ; 3.966 ; 36.348 ; 11.180 ; 13.520 ; 1.245 ; 2.515 ; 9.600 ; 9.550 ; 1.110 ; 610 
 29.880 ; 1.320 ; 38.980 ; 27.500 ; 9.850 ; 26.000 ; 1.870 ; 20.000 ; 1.265 ; 38.440 ; 29.300 ; 11.920 ; 19.160 ; 14.540 ; 62.000 ; 4.020 ; 36.654 ; 11.300 ; 13.820 ; 1.250 ; 2.510 ; 9.400 ; 9.570 ; 1.115 ; 606 
 29.780 ; 1.345 ; 39.000 ; 27.440 ; 9.900 ; 26.100 ; 1.870 ; 20.200 ; 1.265 ; 38.300 ; 29.200 ; 11.900 ; 19.260 ; 14.840 ; 62.400 ; 3.996 ; 36.922 ; 11.220 ; 13.760 ; 1.250 ; 2.535 ; 9.400 ; 9.690 ; 1.120 ; 606 
 29.760 ; 1.340 ; 39.360 ; 27.320 ; 9.970 ; 26.060 ; 1.900 ; 20.360 ; 1.265 ; 38.680 ; 29.760 ; 11.900 ; 19.400 ; 14.880 ; 62.560 ; 4.040 ; 36.941 ; 11.100 ; 14.180 ; 1.255 ; 2.520 ; 9.350 ; 9.500 ; 1.115 ; 606 
 30.200 ; 1.365 ; 39.880 ; 27.660 ; 10.200 ; 26.060 ; 1.910 ; 20.480 ; 1.280 ; 39.240 ; 30.160 ; 12.000 ; 19.500 ; 14.960 ; 63.760 ; 4.055 ; 36.826 ; 11.220 ; 14.120 ; 1.280 ; 2.515 ; 9.300 ; 9.510 ; 1.120 ; 605 
 29.940 ; 1.400 ; 39.680 ; 27.400 ; 10.220 ; 25.960 ; 1.910 ; 20.460 ; 1.270 ; 38.980 ; 30.040 ; 12.040 ; 19.480 ; 14.940 ; 64.320 ; 4.109 ; 36.539 ; 11.180 ; 14.200 ; 1.280 ; 2.550 ; 9.350 ; 9.680 ; 1.100 ; 604 
 29.780 ; 1.360 ; 39.040 ; 27.280 ; 9.800 ; 25.360 ; 1.910 ; 20.080 ; 1.265 ; 38.800 ; 29.800 ; 11.840 ; 19.180 ; 14.820 ; 63.780 ; 4.055 ; 36.367 ; 11.080 ; 14.100 ; 1.250 ; 2.590 ; 9.350 ; 9.460 ; 1.100 ; 600 
 29.700 ; 1.335 ; 38.820 ; 27.180 ; 9.660 ; 25.320 ; 1.890 ; 19.860 ; 1.250 ; 38.240 ; 29.900 ; 11.700 ; 18.920 ; 14.600 ; 62.220 ; 4.055 ; 36.406 ; 11.080 ; 13.960 ; 1.250 ; 2.595 ; 9.350 ; 9.390 ; 1.115 ; 600 
 29.220 ; 1.300 ; 38.420 ; 26.680 ; 9.640 ; 25.020 ; 1.880 ; 19.480 ; 1.240 ; 37.620 ; 29.620 ; 11.500 ; 18.480 ; 14.560 ; 62.300 ; 3.976 ; 36.329 ; 10.800 ; 13.620 ; 1.240 ; 2.540 ; 9.350 ; 9.210 ; 1.085 ; 600 
 29.020 ; 1.275 ; 38.720 ; 26.600 ; 9.890 ; 25.220 ; 1.870 ; 19.880 ; 1.245 ; 38.180 ; 29.300 ; 11.620 ; 18.900 ; 14.700 ; 63.000 ; 4.020 ; 36.482 ; 10.900 ; 13.740 ; 1.275 ; 2.550 ; 9.300 ; 9.220 ; 1.095 ; 604 
 29.280 ; 1.265 ; 38.820 ; 26.820 ; 9.900 ; 25.300 ; 1.870 ; 19.680 ; 1.235 ; 38.160 ; 29.100 ; 11.580 ; 18.700 ; 14.860 ; 63.000 ; 3.991 ; 36.712 ; 10.880 ; 13.900 ; 1.225 ; 2.535 ; 9.250 ; 9.210 ; 1.100 ; 600 
 28.200 ; 1.230 ; 38.800 ; 25.980 ; 10.080 ; 26.300 ; 1.780 ; 19.200 ; 1.200 ; 37.980 ; 29.080 ; 11.540 ; 18.400 ; 15.200 ; 62.500 ; 4.134 ; 36.731 ; 10.740 ; 12.860 ; 1.200 ; 2.500 ; 9.200 ; 9.100 ; 1.095 ; 598 
 28.200 ; 1.220 ; 38.600 ; 25.980 ; 9.980 ; 25.800 ; 1.865 ; 19.160 ; 1.215 ; 37.840 ; 29.020 ; 11.540 ; 18.400 ; 15.100 ; 62.500 ; 4.070 ; 36.826 ; 10.700 ; 13.500 ; 1.210 ; 2.475 ; 9.200 ; 9.200 ; 1.085 ; 594 
 27.720 ; 1.205 ; 38.200 ; 25.260 ; 10.040 ; 25.760 ; 1.870 ; 19.080 ; 1.205 ; 37.700 ; 28.960 ; 11.500 ; 17.900 ; 14.680 ; 62.500 ; 3.996 ; 36.865 ; 10.660 ; 13.300 ; 1.180 ; 2.405 ; 9.200 ; 9.170 ; 1.090 ; 596 
 27.600 ; 1.235 ; 38.000 ; 25.300 ; 9.930 ; 25.580 ; 1.870 ; 19.100 ; 1.190 ; 37.380 ; 29.000 ; 11.580 ; 18.140 ; 14.840 ; 62.500 ; 3.996 ; 36.654 ; 10.760 ; 13.180 ; 1.205 ; 2.415 ; 9.000 ; 9.290 ; 1.095 ; 598 
 28.000 ; 1.245 ; 38.800 ; 25.600 ; 10.040 ; 25.700 ; 1.870 ; 19.500 ; 1.230 ; 38.000 ; 29.320 ; 11.700 ; 18.500 ; 14.840 ; 62.500 ; 4.020 ; 36.731 ; 10.900 ; 13.300 ; 1.220 ; 2.410 ; 9.000 ; 9.390 ; 1.095 ; 599 
 27.800 ; 1.215 ; 38.500 ; 25.500 ; 10.000 ; 25.700 ; 1.875 ; 19.360 ; 1.230 ; 38.100 ; 29.500 ; 11.680 ; 18.580 ; 14.840 ; 62.000 ; 4.006 ; 36.712 ; 10.880 ; 13.120 ; 1.215 ; 2.385 ; 8.800 ; 9.320 ; 1.100 ; 600 
 27.680 ; 1.205 ; 38.700 ; 25.400 ; 9.860 ; 25.500 ; 1.910 ; 19.520 ; 1.230 ; 38.440 ; 29.160 ; 11.720 ; 18.400 ; 14.900 ; 62.000 ; 4.035 ; 36.520 ; 10.720 ; 11.900 ; 1.230 ; 2.345 ; 8.850 ; 9.220 ; 1.095 ; 584 
 27.260 ; 1.170 ; 38.380 ; 25.100 ; 9.700 ; 25.300 ; 1.905 ; 19.060 ; 1.220 ; 38.080 ; 28.700 ; 11.700 ; 18.580 ; 14.800 ; 63.000 ; 3.986 ; 36.444 ; 10.840 ; 12.060 ; 1.215 ; 2.335 ; 8.800 ; 8.940 ; 1.090 ; 590 
 28.320 ; 1.230 ; 38.420 ; 25.960 ; 9.930 ; 25.640 ; 1.915 ; 19.040 ; 1.255 ; 38.080 ; 29.100 ; 11.640 ; 18.340 ; 14.840 ; 62.980 ; 3.986 ; 36.712 ; 10.860 ; 12.260 ; 1.240 ; 2.315 ; 8.600 ; 9.360 ; 1.090 ; 594 
 28.100 ; 1.245 ; 38.160 ; 25.700 ; 9.680 ; 25.460 ; 1.850 ; 19.140 ; 1.245 ; 37.540 ; 29.180 ; 11.620 ; 18.140 ; 14.820 ; 63.000 ; 3.966 ; 36.195 ; 10.820 ; 11.700 ; 1.250 ; 2.350 ; 8.700 ; 9.430 ; 1.095 ; 588 
 27.940 ; 1.250 ; 37.620 ; 26.100 ; 9.750 ; 25.340 ; 1.875 ; 18.620 ; 1.260 ; 37.300 ; 29.500 ; 11.480 ; 17.820 ; 14.700 ; 62.600 ; 3.907 ; 36.214 ; 10.800 ; 10.960 ; 1.240 ; 2.370 ; 8.850 ; 9.500 ; 1.085 ; 586 
 27.640 ; 1.265 ; 37.640 ; 25.500 ; 9.650 ; 25.420 ; 1.820 ; 18.440 ; 1.230 ; 37.100 ; 29.480 ; 11.440 ; 17.600 ; 14.680 ; 62.880 ; 3.936 ; 36.501 ; 10.680 ; 11.100 ; 1.225 ; 2.345 ; 8.900 ; 9.600 ; 1.085 ; 583 
 27.800 ; 1.275 ; 38.020 ; 25.600 ; 9.740 ; 25.500 ; 1.825 ; 18.280 ; 1.235 ; 37.660 ; 29.280 ; 11.460 ; 17.500 ; 14.740 ; 62.900 ; 3.951 ; 36.950 ; 10.720 ; 11.060 ; 1.235 ; 2.365 ; 8.700 ; 9.600 ; 1.065 ; 597 
 27.820 ; 1.310 ; 38.400 ; 25.500 ; 9.660 ; 25.720 ; 1.825 ; 18.620 ; 1.235 ; 37.820 ; 28.940 ; 11.560 ; 17.600 ; 14.680 ; 62.860 ; 3.951 ; 36.970 ; 10.700 ; 11.140 ; 1.230 ; 2.380 ; 8.800 ; 9.690 ; 1.065 ; 588 
 27.640 ; 1.325 ; 38.300 ; 25.500 ; 9.720 ; 25.580 ; 1.825 ; 18.800 ; 1.230 ; 37.820 ; 28.980 ; 11.600 ; 18.000 ; 14.660 ; 62.820 ; 3.956 ; 36.931 ; 10.800 ; 11.300 ; 1.240 ; 2.380 ; 8.800 ; 9.700 ; 1.080 ; 594 
 28.060 ; 1.315 ; 38.020 ; 25.900 ; 9.790 ; 25.360 ; 1.835 ; 18.980 ; 1.225 ; 37.400 ; 29.460 ; 11.660 ; 18.100 ; 14.720 ; 62.620 ; 3.961 ; 36.892 ; 10.880 ; 11.640 ; 1.210 ; 2.380 ; 9.100 ; 9.770 ; 1.095 ; 596 
 27.800 ; 1.340 ; 38.380 ; 25.700 ; 9.740 ; 25.400 ; 1.835 ; 19.180 ; 1.230 ; 37.800 ; 29.460 ; 11.640 ; 18.180 ; 14.660 ; 62.620 ; 3.956 ; 36.970 ; 10.800 ; 11.600 ; 1.230 ; 2.395 ; 9.100 ; 9.830 ; 1.085 ; 598 
 28.180 ; 1.325 ; 38.500 ; 26.020 ; 9.850 ; 25.500 ; 1.840 ; 19.400 ; 1.225 ; 38.400 ; 29.880 ; 11.800 ; 18.380 ; 14.560 ; 62.600 ; 3.966 ; 36.989 ; 10.900 ; 11.520 ; 1.215 ; 2.385 ; 9.100 ; 9.870 ; 1.090 ; 598 
 28.040 ; 1.315 ; 38.700 ; 26.140 ; 9.840 ; 25.140 ; 1.845 ; 19.300 ; 1.220 ; 38.180 ; 29.940 ; 11.780 ; 18.240 ; 14.640 ; 62.400 ; 4.001 ; 37.028 ; 10.880 ; 11.480 ; 1.220 ; 2.370 ; 9.100 ; 9.870 ; 1.080 ; 591 
 28.280 ; 1.325 ; 38.540 ; 26.140 ; 9.820 ; 25.480 ; 1.850 ; 19.140 ; 1.210 ; 37.600 ; 29.520 ; 11.860 ; 18.340 ; 14.420 ; 61.220 ; 4.016 ; 36.950 ; 11.000 ; 11.400 ; 1.205 ; 2.340 ; 9.000 ; 9.920 ; 1.070 ; 591 
 28.100 ; 1.315 ; 38.080 ; 26.140 ; 9.900 ; 25.360 ; 1.845 ; 18.660 ; 1.215 ; 37.320 ; 29.620 ; 11.780 ; 17.780 ; 14.460 ; 61.300 ; 4.016 ; 36.696 ; 10.760 ; 11.400 ; 1.210 ; 2.370 ; 9.000 ; 10.140 ; 1.075 ; 590 
 28.100 ; 1.315 ; 38.080 ; 26.140 ; 9.900 ; 25.360 ; 1.845 ; 18.660 ; 1.215 ; 37.320 ; 29.620 ; 11.780 ; 17.780 ; 14.460 ; 61.300 ; 4.016 ; 36.696 ; 10.760 ; 11.400 ; 1.210 ; 2.370 ; 9.000 ; 10.140 ; 1.075 ; 590 
 28.300 ; 1.345 ; 38.280 ; 26.120 ; 9.930 ; 25.300 ; 1.845 ; 19.000 ; 1.240 ; 37.640 ; 29.640 ; 11.880 ; 17.940 ; 14.500 ; 61.200 ; 3.946 ; 36.540 ; 11.000 ; 11.540 ; 1.235 ; 2.380 ; 9.000 ; 10.080 ; 1.065 ; 590 
 28.460 ; 1.370 ; 38.300 ; 26.400 ; 9.930 ; 25.340 ; 1.860 ; 19.080 ; 1.250 ; 37.640 ; 29.800 ; 11.880 ; 18.220 ; 14.720 ; 61.200 ; 3.986 ; 36.618 ; 11.000 ; 11.800 ; 1.245 ; 2.370 ; 9.100 ; 10.180 ; 1.075 ; 591 
 28.600 ; 1.340 ; 38.300 ; 26.560 ; 9.930 ; 25.340 ; 1.865 ; 18.860 ; 1.245 ; 37.560 ; 30.000 ; 11.820 ; 17.920 ; 14.900 ; 61.320 ; 3.996 ; 36.559 ; 10.900 ; 11.800 ; 1.245 ; 2.350 ; 9.150 ; 10.200 ; 1.065 ; 591 
 28.660 ; 1.345 ; 38.500 ; 26.680 ; 9.940 ; 25.140 ; 1.855 ; 19.000 ; 1.240 ; 37.900 ; 30.160 ; 11.740 ; 17.780 ; 15.000 ; 62.000 ; 3.996 ; 36.638 ; 10.900 ; 11.880 ; 1.235 ; 2.335 ; 9.250 ; 10.100 ; 1.070 ; 582 
 28.660 ; 1.340 ; 38.380 ; 26.580 ; 9.900 ; 25.180 ; 1.855 ; 18.800 ; 1.235 ; 37.800 ; 30.080 ; 11.700 ; 17.780 ; 14.940 ; 61.120 ; 3.986 ; 36.618 ; 10.960 ; 11.800 ; 1.235 ; 2.325 ; 9.200 ; 9.960 ; 1.065 ; 593 
 28.440 ; 1.330 ; 38.140 ; 26.640 ; 9.960 ; 25.300 ; 1.870 ; 18.780 ; 1.230 ; 37.800 ; 30.060 ; 11.740 ; 17.620 ; 14.940 ; 61.900 ; 4.016 ; 36.423 ; 10.960 ; 11.800 ; 1.215 ; 2.330 ; 9.100 ; 9.730 ; 1.065 ; 586 
 28.540 ; 1.335 ; 38.000 ; 26.560 ; 9.970 ; 25.260 ; 1.870 ; 18.780 ; 1.220 ; 37.320 ; 30.400 ; 11.820 ; 17.700 ; 14.880 ; 62.080 ; 4.006 ; 36.423 ; 10.980 ; 11.960 ; 1.215 ; 2.315 ; 9.200 ; 9.770 ; 1.065 ; 590 
 28.500 ; 1.340 ; 38.200 ; 26.500 ; 10.000 ; 25.360 ; 1.870 ; 18.980 ; 1.215 ; 37.440 ; 30.740 ; 11.840 ; 17.940 ; 14.980 ; 62.080 ; 4.025 ; 36.462 ; 10.920 ; 11.560 ; 1.215 ; 2.315 ; 9.200 ; 9.530 ; 1.055 ; 583 
 28.600 ; 1.315 ; 38.480 ; 26.500 ; 10.000 ; 25.200 ; 1.895 ; 19.180 ; 1.220 ; 37.820 ; 30.800 ; 11.940 ; 18.080 ; 14.960 ; 60.640 ; 4.016 ; 36.540 ; 10.960 ; 11.200 ; 1.210 ; 2.350 ; 9.150 ; 9.530 ; 1.055 ; 588 
 28.540 ; 1.310 ; 38.780 ; 26.500 ; 9.990 ; 25.180 ; 1.900 ; 19.500 ; 1.240 ; 38.000 ; 30.600 ; 11.900 ; 18.400 ; 15.000 ; 62.080 ; 4.011 ; 36.423 ; 10.960 ; 11.180 ; 1.240 ; 2.400 ; 8.950 ; 9.430 ; 1.070 ; 589 
 29.140 ; 1.330 ; 38.600 ; 27.100 ; 10.060 ; 25.000 ; 1.895 ; 19.400 ; 1.240 ; 37.680 ; 30.900 ; 11.760 ; 18.280 ; 15.160 ; 61.000 ; 4.020 ; 36.579 ; 10.920 ; 11.000 ; 1.225 ; 2.610 ; 9.000 ; 9.500 ; 1.050 ; 592 
 29.060 ; 1.310 ; 38.380 ; 27.100 ; 10.160 ; 25.120 ; 1.880 ; 19.400 ; 1.235 ; 37.820 ; 30.700 ; 11.760 ; 18.220 ; 15.100 ; 61.000 ; 4.020 ; 36.794 ; 10.900 ; 10.900 ; 1.230 ; 2.710 ; 9.100 ; 9.500 ; 1.060 ; 591 
 29.060 ; 1.300 ; 38.000 ; 27.100 ; 10.200 ; 24.620 ; 1.850 ; 18.920 ; 1.230 ; 37.120 ; 30.420 ; 11.640 ; 17.920 ; 14.800 ; 60.040 ; 3.971 ; 36.559 ; 10.900 ; 10.860 ; 1.230 ; 2.685 ; 9.000 ; 9.520 ; 1.055 ; 592 
 28.520 ; 1.300 ; 37.800 ; 26.540 ; 10.100 ; 24.520 ; 1.830 ; 18.900 ; 1.220 ; 36.960 ; 30.820 ; 11.480 ; 17.720 ; 14.880 ; 60.100 ; 3.966 ; 36.286 ; 10.760 ; 10.800 ; 1.215 ; 2.685 ; 9.050 ; 9.640 ; 1.040 ; 587 
 28.520 ; 1.300 ; 37.800 ; 26.540 ; 10.100 ; 24.520 ; 1.830 ; 18.900 ; 1.220 ; 36.960 ; 30.820 ; 11.480 ; 17.720 ; 14.880 ; 60.100 ; 3.966 ; 36.286 ; 10.760 ; 10.800 ; 1.215 ; 2.685 ; 9.050 ; 9.640 ; 1.040 ; 587 
 28.680 ; 1.310 ; 38.000 ; 26.880 ; 10.160 ; 24.500 ; 1.860 ; 19.100 ; 1.215 ; 37.220 ; 31.000 ; 11.540 ; 18.100 ; 14.960 ; 60.800 ; 4.006 ; 36.462 ; 10.800 ; 10.980 ; 1.230 ; 2.700 ; 9.100 ; 9.360 ; 1.035 ; 591 
 28.380 ; 1.325 ; 38.140 ; 26.460 ; 10.240 ; 24.340 ; 1.855 ; 19.180 ; 1.220 ; 37.320 ; 30.960 ; 11.600 ; 18.100 ; 14.780 ; 60.800 ; 4.006 ; 36.559 ; 10.840 ; 11.200 ; 1.230 ; 2.715 ; 9.200 ; 9.600 ; 1.035 ; 587 
 27.520 ; 1.280 ; 37.000 ; 25.600 ; 9.940 ; 24.000 ; 1.835 ; 18.720 ; 1.200 ; 36.120 ; 29.800 ; 11.100 ; 17.800 ; 14.520 ; 60.000 ; 3.852 ; 35.778 ; 10.640 ; 10.960 ; 1.195 ; 2.680 ; 9.200 ; 9.740 ; 1.025 ; 579 
 27.140 ; 1.270 ; 35.960 ; 25.400 ; 9.800 ; 23.700 ; 1.825 ; 18.200 ; 1.170 ; 35.120 ; 29.200 ; 11.080 ; 17.320 ; 14.020 ; 61.000 ; 3.882 ; 35.211 ; 10.500 ; 10.620 ; 1.150 ; 2.680 ; 9.200 ; 10.460 ; 1.015 ; 583 
 27.140 ; 1.270 ; 35.960 ; 25.400 ; 9.800 ; 23.700 ; 1.825 ; 18.200 ; 1.170 ; 35.120 ; 29.200 ; 11.080 ; 17.320 ; 14.020 ; 61.000 ; 3.882 ; 35.211 ; 10.500 ; 10.620 ; 1.150 ; 2.680 ; 9.200 ; 10.460 ; 1.015 ; 583 
 26.860 ; 1.295 ; 35.500 ; 25.280 ; 9.740 ; 23.600 ; 1.835 ; 18.260 ; 1.160 ; 34.720 ; 29.340 ; 11.040 ; 17.300 ; 14.380 ; 59.920 ; 3.882 ; 34.977 ; 10.480 ; 11.020 ; 1.155 ; 2.730 ; 9.200 ; 10.480 ; 1.020 ; 577 
 26.900 ; 1.275 ; 35.500 ; 25.160 ; 9.820 ; 23.800 ; 1.830 ; 18.780 ; 1.165 ; 34.680 ; 28.600 ; 11.080 ; 17.600 ; 14.380 ; 59.620 ; 3.951 ; 35.074 ; 10.480 ; 11.200 ; 1.170 ; 2.745 ; 9.350 ; 10.380 ; 1.025 ; 575 
 26.820 ; 1.280 ; 36.180 ; 25.220 ; 9.950 ; 23.800 ; 1.835 ; 18.740 ; 1.165 ; 35.200 ; 29.000 ; 11.080 ; 17.700 ; 14.300 ; 60.000 ; 3.996 ; 35.055 ; 10.540 ; 11.380 ; 1.170 ; 2.750 ; 9.350 ; 10.380 ; 1.040 ; 579 
 26.820 ; 1.280 ; 36.420 ; 25.180 ; 9.930 ; 24.000 ; 1.845 ; 18.800 ; 1.160 ; 35.500 ; 28.900 ; 11.000 ; 17.640 ; 14.400 ; 60.020 ; 3.927 ; 35.211 ; 10.500 ; 11.560 ; 1.160 ; 2.775 ; 9.350 ; 10.380 ; 1.025 ; 579 
 26.500 ; 1.315 ; 36.720 ; 25.100 ; 9.950 ; 23.800 ; 1.850 ; 19.000 ; 1.160 ; 36.060 ; 29.000 ; 11.100 ; 17.880 ; 14.380 ; 60.080 ; 4.006 ; 35.055 ; 10.660 ; 11.860 ; 1.165 ; 2.730 ; 9.350 ; 10.480 ; 1.025 ; 580 
 26.120 ; 1.315 ; 36.700 ; 24.780 ; 9.950 ; 23.780 ; 1.850 ; 19.000 ; 1.165 ; 35.980 ; 29.200 ; 11.120 ; 17.540 ; 14.200 ; 60.500 ; 4.006 ; 34.684 ; 10.500 ; 11.740 ; 1.150 ; 2.730 ; 9.450 ; 10.480 ; 1.030 ; 578 
