PFBCOLO CB Equity;ECOPETL CB Equity;GRUPOSUR CB Equity;BCOLO CB Equity;ISA CB Equity;NUTRESA CB Equity;GEB CB Equity;GRUPOARG CB Equity;PFAVAL CB Equity;PFGRUPSU CB Equity;PFDAVVND CB Equity;CEMARGOS CB Equity;PFGRUPOA CB Equity;EXITO CB Equity;BOGOTA CB Equity;CELSIA CB Equity;CORFICOL CB Equity;PFCEMARG CB Equity;CLH CB Equity;AVAL CB Equity;PFAVH CB Equity;BVC CB Equity;CNEC CB Equity;CONCONC CB Equity;ETB CB Equity
 27.100 ; 1.290 ; 37.800 ; 24.800 ; 11.240 ; 23.380 ; 1.800 ; 19.640 ; 1.125 ; 37.500 ; 29.300 ; 11.660 ; 18.200 ; 15.020 ; 57.240 ; 4.327 ; 27.434 ; 10.800 ; 10.180 ; 1.100 ; 2.740 ; 11.450 ; 8.300 ; 995 ; 641 
 27.360 ; 1.315 ; 38.260 ; 25.100 ; 11.340 ; 23.260 ; 1.815 ; 19.740 ; 1.135 ; 37.800 ; 29.600 ; 11.780 ; 18.680 ; 15.100 ; 57.500 ; 4.352 ; 27.493 ; 10.820 ; 10.180 ; 1.125 ; 2.745 ; 11.450 ; 8.370 ; 995 ; 641 
 27.660 ; 1.320 ; 38.500 ; 25.300 ; 11.380 ; 23.900 ; 1.810 ; 20.140 ; 1.150 ; 37.880 ; 29.680 ; 11.840 ; 19.180 ; 15.140 ; 58.520 ; 4.377 ; 27.161 ; 10.820 ; 10.320 ; 1.135 ; 2.800 ; 11.450 ; 8.400 ; 995 ; 648 
 27.560 ; 1.300 ; 38.000 ; 25.380 ; 11.480 ; 24.000 ; 1.820 ; 20.000 ; 1.150 ; 37.660 ; 29.800 ; 11.900 ; 18.800 ; 15.140 ; 58.980 ; 4.352 ; 27.356 ; 10.560 ; 10.060 ; 1.160 ; 2.780 ; 11.450 ; 8.260 ; 980 ; 640 
 27.560 ; 1.300 ; 38.000 ; 25.380 ; 11.480 ; 24.000 ; 1.820 ; 20.000 ; 1.150 ; 37.660 ; 29.800 ; 11.900 ; 18.800 ; 15.140 ; 58.980 ; 4.352 ; 27.356 ; 10.560 ; 10.060 ; 1.160 ; 2.780 ; 11.450 ; 8.260 ; 980 ; 640 
 27.880 ; 1.325 ; 38.500 ; 25.580 ; 11.680 ; 23.800 ; 1.820 ; 19.900 ; 1.150 ; 37.580 ; 29.760 ; 11.860 ; 18.800 ; 15.140 ; 58.700 ; 4.297 ; 27.434 ; 10.800 ; 10.320 ; 1.125 ; 2.765 ; 11.450 ; 8.260 ; 970 ; 644 
 28.500 ; 1.320 ; 38.860 ; 25.920 ; 11.580 ; 23.620 ; 1.810 ; 19.960 ; 1.165 ; 38.160 ; 30.000 ; 11.880 ; 18.820 ; 15.200 ; 57.760 ; 4.263 ; 27.454 ; 10.880 ; 10.440 ; 1.135 ; 2.795 ; 11.450 ; 8.100 ; 970 ; 650 
 28.500 ; 1.320 ; 39.280 ; 25.920 ; 11.660 ; 23.980 ; 1.830 ; 20.160 ; 1.155 ; 38.540 ; 30.100 ; 11.960 ; 19.200 ; 15.300 ; 59.000 ; 4.263 ; 27.532 ; 10.800 ; 10.580 ; 1.140 ; 2.815 ; 11.500 ; 8.220 ; 980 ; 652 
 28.460 ; 1.315 ; 39.040 ; 25.900 ; 11.560 ; 24.060 ; 1.815 ; 20.000 ; 1.160 ; 38.280 ; 30.000 ; 11.820 ; 19.160 ; 15.280 ; 59.480 ; 4.268 ; 27.200 ; 10.920 ; 10.620 ; 1.160 ; 2.830 ; 11.550 ; 8.250 ; 994 ; 645 
 28.780 ; 1.305 ; 38.900 ; 26.300 ; 11.540 ; 23.980 ; 1.805 ; 19.980 ; 1.155 ; 38.180 ; 29.880 ; 11.920 ; 19.080 ; 15.200 ; 59.440 ; 4.268 ; 27.356 ; 10.900 ; 10.520 ; 1.155 ; 2.775 ; 11.500 ; 8.280 ; 996 ; 640 
 29.140 ; 1.325 ; 39.100 ; 26.400 ; 11.560 ; 24.000 ; 1.820 ; 19.960 ; 1.155 ; 38.220 ; 30.100 ; 11.920 ; 19.000 ; 15.220 ; 59.380 ; 4.283 ; 27.708 ; 10.960 ; 10.760 ; 1.155 ; 2.830 ; 11.850 ; 8.670 ; 1.000 ; 629 
 28.800 ; 1.340 ; 39.200 ; 26.300 ; 11.520 ; 24.160 ; 1.820 ; 20.140 ; 1.165 ; 38.240 ; 30.460 ; 11.860 ; 19.140 ; 15.280 ; 59.380 ; 4.283 ; 27.610 ; 10.940 ; 10.720 ; 1.175 ; 2.800 ; 11.600 ; 8.650 ; 995 ; 641 
 29.060 ; 1.340 ; 39.100 ; 26.480 ; 11.600 ; 24.380 ; 1.820 ; 20.260 ; 1.175 ; 38.200 ; 30.320 ; 11.960 ; 19.180 ; 15.400 ; 59.500 ; 4.332 ; 27.552 ; 10.980 ; 10.600 ; 1.165 ; 2.785 ; 12.000 ; 8.580 ; 987 ; 639 
 28.700 ; 1.350 ; 39.080 ; 26.260 ; 11.600 ; 24.380 ; 1.830 ; 20.240 ; 1.170 ; 38.200 ; 29.920 ; 11.800 ; 19.200 ; 15.320 ; 59.500 ; 4.332 ; 27.512 ; 10.960 ; 10.600 ; 1.165 ; 2.800 ; 12.150 ; 8.540 ; 987 ; 639 
 29.100 ; 1.350 ; 38.900 ; 26.560 ; 11.540 ; 24.360 ; 1.820 ; 20.260 ; 1.170 ; 38.000 ; 30.080 ; 11.840 ; 19.140 ; 15.280 ; 60.860 ; 4.322 ; 27.356 ; 10.940 ; 10.720 ; 1.165 ; 2.780 ; 12.000 ; 8.400 ; 985 ; 631 
 29.080 ; 1.355 ; 39.000 ; 26.380 ; 11.520 ; 24.360 ; 1.825 ; 20.220 ; 1.170 ; 38.000 ; 30.380 ; 11.860 ; 19.060 ; 15.320 ; 60.000 ; 4.302 ; 27.356 ; 10.920 ; 10.760 ; 1.170 ; 2.755 ; 12.000 ; 8.540 ; 990 ; 640 
 29.200 ; 1.350 ; 38.920 ; 26.600 ; 11.580 ; 24.300 ; 1.830 ; 20.480 ; 1.180 ; 37.780 ; 30.360 ; 11.880 ; 19.160 ; 15.280 ; 60.300 ; 4.292 ; 27.552 ; 10.900 ; 10.840 ; 1.180 ; 2.730 ; 12.100 ; 8.420 ; 997 ; 640 
 28.860 ; 1.355 ; 39.000 ; 26.500 ; 11.520 ; 24.300 ; 1.835 ; 20.420 ; 1.180 ; 38.180 ; 30.260 ; 11.900 ; 19.280 ; 15.360 ; 60.180 ; 4.297 ; 27.376 ; 10.940 ; 10.920 ; 1.165 ; 2.725 ; 12.200 ; 8.390 ; 997 ; 639 
 28.700 ; 1.365 ; 39.280 ; 26.380 ; 11.620 ; 24.120 ; 1.845 ; 20.400 ; 1.175 ; 38.080 ; 30.280 ; 11.780 ; 19.260 ; 15.320 ; 60.800 ; 4.317 ; 26.926 ; 10.900 ; 10.780 ; 1.180 ; 2.765 ; 12.050 ; 8.420 ; 1.020 ; 638 
 29.060 ; 1.385 ; 39.500 ; 26.800 ; 11.640 ; 24.120 ; 1.840 ; 20.360 ; 1.190 ; 38.220 ; 30.300 ; 11.860 ; 19.260 ; 15.260 ; 60.800 ; 4.322 ; 26.926 ; 10.900 ; 10.680 ; 1.180 ; 2.725 ; 12.200 ; 8.460 ; 1.010 ; 638 
 29.040 ; 1.390 ; 39.120 ; 26.700 ; 11.600 ; 24.300 ; 1.840 ; 20.280 ; 1.200 ; 38.020 ; 30.360 ; 11.760 ; 19.200 ; 15.300 ; 60.300 ; 4.347 ; 27.102 ; 10.900 ; 10.660 ; 1.195 ; 2.710 ; 12.250 ; 8.500 ; 1.000 ; 638 
 28.720 ; 1.400 ; 39.360 ; 26.780 ; 11.700 ; 24.380 ; 1.835 ; 20.440 ; 1.210 ; 38.380 ; 30.440 ; 11.840 ; 19.260 ; 15.280 ; 60.800 ; 4.342 ; 27.219 ; 10.900 ; 10.700 ; 1.205 ; 2.730 ; 12.350 ; 8.560 ; 1.025 ; 638 
 28.720 ; 1.400 ; 39.360 ; 26.780 ; 11.700 ; 24.380 ; 1.835 ; 20.440 ; 1.210 ; 38.380 ; 30.440 ; 11.840 ; 19.260 ; 15.280 ; 60.800 ; 4.342 ; 27.219 ; 10.900 ; 10.700 ; 1.205 ; 2.730 ; 12.350 ; 8.560 ; 1.025 ; 638 
 28.720 ; 1.400 ; 39.360 ; 26.780 ; 11.700 ; 24.380 ; 1.835 ; 20.440 ; 1.210 ; 38.380 ; 30.440 ; 11.840 ; 19.260 ; 15.280 ; 60.800 ; 4.342 ; 27.219 ; 10.900 ; 10.700 ; 1.205 ; 2.730 ; 12.350 ; 8.560 ; 1.025 ; 638 
 28.920 ; 1.370 ; 38.720 ; 26.600 ; 11.660 ; 24.360 ; 1.835 ; 20.360 ; 1.200 ; 38.200 ; 30.060 ; 11.880 ; 19.260 ; 15.240 ; 60.500 ; 4.352 ; 27.258 ; 10.880 ; 10.640 ; 1.190 ; 2.700 ; 12.300 ; 8.470 ; 997 ; 638 
 28.560 ; 1.375 ; 39.200 ; 26.400 ; 11.660 ; 24.400 ; 1.835 ; 20.400 ; 1.200 ; 38.380 ; 30.200 ; 11.860 ; 19.260 ; 15.240 ; 60.300 ; 4.332 ; 27.454 ; 10.900 ; 10.700 ; 1.200 ; 2.700 ; 12.350 ; 8.400 ; 998 ; 638 
 28.000 ; 1.375 ; 39.100 ; 25.820 ; 11.500 ; 24.400 ; 1.825 ; 20.420 ; 1.200 ; 38.000 ; 30.080 ; 11.900 ; 19.080 ; 15.240 ; 60.000 ; 4.327 ; 27.649 ; 10.940 ; 10.780 ; 1.180 ; 2.695 ; 12.250 ; 8.440 ; 995 ; 633 
 28.220 ; 1.380 ; 38.900 ; 26.020 ; 11.420 ; 24.420 ; 1.825 ; 20.400 ; 1.180 ; 38.000 ; 30.000 ; 11.960 ; 19.160 ; 15.140 ; 60.000 ; 4.332 ; 27.708 ; 10.920 ; 10.740 ; 1.180 ; 2.630 ; 12.250 ; 8.380 ; 985 ; 630 
 28.360 ; 1.365 ; 38.900 ; 26.500 ; 11.440 ; 24.360 ; 1.835 ; 20.400 ; 1.180 ; 37.700 ; 29.920 ; 11.920 ; 19.080 ; 14.940 ; 60.000 ; 4.322 ; 27.532 ; 10.920 ; 10.640 ; 1.170 ; 2.575 ; 12.250 ; 8.320 ; 985 ; 635 
 28.660 ; 1.360 ; 38.920 ; 26.700 ; 11.540 ; 24.160 ; 1.840 ; 20.260 ; 1.190 ; 37.700 ; 30.100 ; 12.040 ; 19.020 ; 14.900 ; 60.080 ; 4.302 ; 27.630 ; 11.080 ; 10.640 ; 1.190 ; 2.620 ; 12.250 ; 8.310 ; 998 ; 633 
 29.000 ; 1.365 ; 38.900 ; 26.940 ; 11.560 ; 24.220 ; 1.840 ; 20.580 ; 1.190 ; 37.700 ; 30.400 ; 12.180 ; 19.200 ; 14.640 ; 60.220 ; 4.332 ; 27.591 ; 11.020 ; 10.680 ; 1.175 ; 2.570 ; 12.100 ; 8.430 ; 984 ; 631 
 28.960 ; 1.380 ; 39.080 ; 27.080 ; 11.640 ; 24.180 ; 1.840 ; 20.500 ; 1.175 ; 37.680 ; 30.900 ; 12.060 ; 19.140 ; 14.900 ; 60.120 ; 4.396 ; 27.591 ; 11.060 ; 10.660 ; 1.175 ; 2.600 ; 12.000 ; 8.580 ; 996 ; 630 
 28.500 ; 1.340 ; 38.440 ; 26.660 ; 11.640 ; 24.280 ; 1.850 ; 20.300 ; 1.160 ; 37.400 ; 30.900 ; 11.900 ; 19.200 ; 14.980 ; 60.280 ; 4.391 ; 27.434 ; 10.900 ; 10.700 ; 1.165 ; 2.600 ; 12.000 ; 8.640 ; 992 ; 650 
 28.720 ; 1.360 ; 38.900 ; 27.040 ; 11.660 ; 24.420 ; 1.845 ; 20.400 ; 1.165 ; 37.660 ; 31.000 ; 11.900 ; 19.100 ; 15.240 ; 60.300 ; 4.431 ; 27.591 ; 10.980 ; 10.740 ; 1.150 ; 2.660 ; 12.000 ; 8.870 ; 1.005 ; 640 
 28.720 ; 1.360 ; 38.900 ; 27.040 ; 11.660 ; 24.420 ; 1.845 ; 20.400 ; 1.165 ; 37.660 ; 31.000 ; 11.900 ; 19.100 ; 15.240 ; 60.300 ; 4.431 ; 27.591 ; 10.980 ; 10.740 ; 1.150 ; 2.660 ; 12.000 ; 8.870 ; 1.005 ; 640 
 29.280 ; 1.335 ; 38.640 ; 27.040 ; 11.700 ; 24.440 ; 1.840 ; 20.300 ; 1.170 ; 37.700 ; 30.680 ; 12.040 ; 19.140 ; 15.420 ; 60.780 ; 4.401 ; 27.493 ; 10.900 ; 10.740 ; 1.165 ; 2.645 ; 12.200 ; 8.860 ; 996 ; 640 
 29.160 ; 1.355 ; 38.420 ; 27.080 ; 11.680 ; 24.420 ; 1.840 ; 20.200 ; 1.165 ; 37.560 ; 30.520 ; 11.900 ; 18.920 ; 15.460 ; 60.000 ; 4.406 ; 27.669 ; 10.900 ; 10.720 ; 1.155 ; 2.630 ; 12.250 ; 8.740 ; 996 ; 640 
 29.560 ; 1.345 ; 38.940 ; 27.300 ; 11.560 ; 24.400 ; 1.870 ; 20.180 ; 1.160 ; 37.600 ; 30.980 ; 11.900 ; 19.020 ; 15.400 ; 60.800 ; 4.451 ; 28.138 ; 10.900 ; 10.840 ; 1.160 ; 2.645 ; 12.500 ; 8.620 ; 996 ; 639 
 29.660 ; 1.365 ; 39.000 ; 27.380 ; 11.640 ; 24.600 ; 1.865 ; 20.500 ; 1.175 ; 37.900 ; 30.920 ; 11.960 ; 19.240 ; 15.420 ; 60.820 ; 4.446 ; 28.470 ; 10.940 ; 10.860 ; 1.170 ; 2.665 ; 12.500 ; 8.630 ; 986 ; 640 
 30.200 ; 1.385 ; 39.300 ; 27.700 ; 11.860 ; 25.020 ; 1.910 ; 20.800 ; 1.185 ; 38.140 ; 31.400 ; 12.120 ; 19.460 ; 15.580 ; 61.000 ; 4.441 ; 29.017 ; 11.000 ; 11.080 ; 1.175 ; 2.660 ; 12.600 ; 8.650 ; 985 ; 640 
 30.680 ; 1.380 ; 39.260 ; 28.000 ; 11.860 ; 25.140 ; 1.920 ; 20.760 ; 1.180 ; 38.160 ; 31.500 ; 12.120 ; 19.380 ; 15.640 ; 60.520 ; 4.396 ; 29.134 ; 11.040 ; 11.300 ; 1.180 ; 2.620 ; 12.300 ; 8.650 ; 985 ; 638 
 31.140 ; 1.380 ; 39.300 ; 28.520 ; 12.180 ; 25.340 ; 1.880 ; 20.700 ; 1.180 ; 38.200 ; 31.760 ; 12.200 ; 19.420 ; 15.680 ; 61.520 ; 4.436 ; 28.626 ; 11.060 ; 11.280 ; 1.170 ; 2.610 ; 12.450 ; 8.880 ; 998 ; 630 
 31.460 ; 1.375 ; 39.500 ; 28.700 ; 12.280 ; 25.340 ; 1.885 ; 20.800 ; 1.200 ; 38.300 ; 31.840 ; 12.260 ; 19.500 ; 15.680 ; 62.400 ; 4.436 ; 28.900 ; 11.080 ; 11.260 ; 1.195 ; 2.605 ; 12.500 ; 8.670 ; 998 ; 631 
 31.600 ; 1.445 ; 40.000 ; 28.700 ; 12.400 ; 25.800 ; 1.945 ; 21.200 ; 1.215 ; 38.620 ; 33.080 ; 12.380 ; 19.940 ; 15.900 ; 62.360 ; 4.540 ; 29.251 ; 10.980 ; 11.500 ; 1.210 ; 2.625 ; 12.650 ; 8.660 ; 1.005 ; 632 
 31.800 ; 1.480 ; 40.200 ; 28.900 ; 12.680 ; 25.940 ; 1.980 ; 21.260 ; 1.225 ; 38.940 ; 33.500 ; 12.580 ; 19.980 ; 15.880 ; 62.000 ; 4.649 ; 29.701 ; 11.140 ; 11.620 ; 1.220 ; 2.720 ; 12.550 ; 8.750 ; 1.005 ; 637 
 32.160 ; 1.450 ; 39.800 ; 29.820 ; 12.580 ; 25.940 ; 1.920 ; 20.980 ; 1.225 ; 38.780 ; 33.580 ; 12.260 ; 19.680 ; 15.720 ; 61.900 ; 4.599 ; 28.040 ; 11.060 ; 11.600 ; 1.205 ; 2.695 ; 12.600 ; 8.620 ; 1.000 ; 634 
 31.880 ; 1.410 ; 39.860 ; 29.900 ; 12.660 ; 25.760 ; 1.920 ; 20.800 ; 1.200 ; 38.800 ; 32.560 ; 12.040 ; 19.500 ; 15.660 ; 61.900 ; 4.584 ; 27.571 ; 10.920 ; 11.760 ; 1.200 ; 2.670 ; 12.600 ; 8.500 ; 990 ; 634 
 31.660 ; 1.410 ; 39.740 ; 29.320 ; 12.640 ; 25.820 ; 1.930 ; 20.540 ; 1.195 ; 38.740 ; 32.260 ; 11.880 ; 19.500 ; 15.260 ; 61.000 ; 4.550 ; 27.747 ; 10.840 ; 11.800 ; 1.190 ; 2.595 ; 12.600 ; 8.700 ; 979 ; 630 
 32.140 ; 1.435 ; 38.600 ; 29.880 ; 12.240 ; 26.100 ; 1.970 ; 20.740 ; 1.205 ; 37.740 ; 32.560 ; 11.960 ; 19.640 ; 15.380 ; 62.300 ; 4.579 ; 27.942 ; 10.920 ; 12.000 ; 1.210 ; 2.635 ; 12.600 ; 8.680 ; 989 ; 633 
 32.040 ; 1.425 ; 39.000 ; 29.980 ; 12.620 ; 25.800 ; 1.985 ; 20.660 ; 1.200 ; 38.180 ; 32.760 ; 11.860 ; 19.520 ; 15.480 ; 62.280 ; 4.599 ; 27.669 ; 10.760 ; 11.900 ; 1.210 ; 2.620 ; 12.700 ; 8.730 ; 985 ; 630 
 32.200 ; 1.420 ; 39.200 ; 30.080 ; 13.000 ; 25.760 ; 1.950 ; 21.000 ; 1.215 ; 38.200 ; 32.840 ; 12.100 ; 19.640 ; 15.520 ; 62.300 ; 4.649 ; 27.356 ; 10.780 ; 11.880 ; 1.205 ; 2.630 ; 12.600 ; 8.700 ; 989 ; 634 
 32.260 ; 1.405 ; 39.180 ; 30.100 ; 13.320 ; 25.760 ; 1.950 ; 21.120 ; 1.220 ; 38.200 ; 32.780 ; 12.100 ; 19.700 ; 15.580 ; 62.400 ; 4.649 ; 27.083 ; 10.820 ; 11.880 ; 1.210 ; 2.585 ; 12.600 ; 8.810 ; 980 ; 634 
 32.000 ; 1.390 ; 39.200 ; 29.980 ; 13.480 ; 25.780 ; 1.960 ; 21.220 ; 1.220 ; 38.180 ; 32.940 ; 12.100 ; 19.720 ; 15.560 ; 62.360 ; 4.653 ; 27.161 ; 10.840 ; 11.560 ; 1.210 ; 2.590 ; 12.500 ; 8.680 ; 988 ; 634 
 32.120 ; 1.395 ; 39.380 ; 30.040 ; 13.940 ; 25.920 ; 1.935 ; 21.400 ; 1.205 ; 38.200 ; 32.920 ; 12.120 ; 19.800 ; 15.600 ; 62.360 ; 4.599 ; 26.965 ; 10.840 ; 11.680 ; 1.210 ; 2.555 ; 12.400 ; 8.640 ; 988 ; 634 
 32.120 ; 1.395 ; 39.380 ; 30.040 ; 13.940 ; 25.920 ; 1.935 ; 21.400 ; 1.205 ; 38.200 ; 32.920 ; 12.120 ; 19.800 ; 15.600 ; 62.360 ; 4.599 ; 26.965 ; 10.840 ; 11.680 ; 1.210 ; 2.555 ; 12.400 ; 8.640 ; 988 ; 634 
 31.900 ; 1.375 ; 39.380 ; 29.860 ; 13.820 ; 25.880 ; 1.935 ; 21.240 ; 1.215 ; 38.140 ; 33.000 ; 12.140 ; 19.720 ; 15.600 ; 62.400 ; 4.550 ; 26.985 ; 10.880 ; 11.740 ; 1.210 ; 2.550 ; 12.250 ; 8.690 ; 973 ; 628 
 32.260 ; 1.335 ; 38.600 ; 30.480 ; 14.100 ; 25.840 ; 1.960 ; 20.940 ; 1.215 ; 37.820 ; 33.020 ; 11.720 ; 19.860 ; 15.600 ; 62.380 ; 4.485 ; 26.496 ; 10.880 ; 11.640 ; 1.215 ; 2.455 ; 12.000 ; 8.680 ; 972 ; 620 
 32.240 ; 1.345 ; 38.980 ; 30.460 ; 14.180 ; 25.880 ; 1.930 ; 21.000 ; 1.230 ; 38.000 ; 32.620 ; 12.020 ; 19.700 ; 15.580 ; 62.360 ; 4.466 ; 26.633 ; 10.900 ; 11.500 ; 1.220 ; 2.445 ; 12.000 ; 8.620 ; 970 ; 620 
 32.200 ; 1.335 ; 38.780 ; 30.240 ; 14.000 ; 25.880 ; 1.930 ; 21.200 ; 1.235 ; 37.800 ; 32.420 ; 12.200 ; 19.940 ; 15.680 ; 62.200 ; 4.461 ; 26.731 ; 10.880 ; 11.500 ; 1.225 ; 2.420 ; 12.000 ; 8.700 ; 970 ; 620 
 32.520 ; 1.375 ; 38.800 ; 30.760 ; 13.860 ; 25.880 ; 1.930 ; 21.200 ; 1.220 ; 37.980 ; 32.460 ; 12.160 ; 19.740 ; 15.680 ; 61.500 ; 4.540 ; 25.793 ; 10.820 ; 11.400 ; 1.215 ; 2.465 ; 12.000 ; 8.700 ; 965 ; 620 
 32.980 ; 1.400 ; 39.000 ; 30.940 ; 14.000 ; 26.000 ; 1.965 ; 21.040 ; 1.235 ; 38.100 ; 32.880 ; 12.160 ; 19.860 ; 15.640 ; 62.700 ; 4.555 ; 26.027 ; 10.900 ; 11.400 ; 1.230 ; 2.460 ; 12.450 ; 8.720 ; 968 ; 624 
 32.500 ; 1.370 ; 38.900 ; 30.820 ; 13.880 ; 26.160 ; 1.960 ; 21.380 ; 1.235 ; 37.940 ; 32.600 ; 12.200 ; 19.780 ; 15.600 ; 62.800 ; 4.574 ; 26.145 ; 10.900 ; 11.580 ; 1.230 ; 2.460 ; 12.350 ; 8.720 ; 962 ; 618 
 32.780 ; 1.350 ; 38.720 ; 30.680 ; 13.860 ; 26.260 ; 1.980 ; 21.040 ; 1.230 ; 37.780 ; 32.640 ; 12.160 ; 19.700 ; 15.600 ; 62.940 ; 4.589 ; 26.829 ; 10.820 ; 11.720 ; 1.215 ; 2.465 ; 12.450 ; 8.790 ; 966 ; 615 
 32.600 ; 1.370 ; 38.900 ; 30.520 ; 13.480 ; 26.260 ; 1.975 ; 21.240 ; 1.240 ; 38.000 ; 32.640 ; 12.240 ; 19.700 ; 15.520 ; 63.000 ; 4.550 ; 26.789 ; 10.860 ; 11.880 ; 1.230 ; 2.460 ; 12.500 ; 8.830 ; 970 ; 619 
 32.800 ; 1.360 ; 38.800 ; 30.780 ; 13.300 ; 26.180 ; 1.975 ; 21.020 ; 1.230 ; 38.100 ; 32.400 ; 12.160 ; 19.680 ; 15.460 ; 62.980 ; 4.584 ; 26.496 ; 10.760 ; 11.840 ; 1.230 ; 2.425 ; 12.450 ; 9.000 ; 975 ; 626 
 33.140 ; 1.365 ; 38.900 ; 30.800 ; 13.500 ; 26.100 ; 1.975 ; 21.000 ; 1.235 ; 38.080 ; 32.640 ; 12.160 ; 19.660 ; 15.280 ; 62.980 ; 4.550 ; 26.477 ; 10.760 ; 11.700 ; 1.230 ; 2.430 ; 12.450 ; 9.160 ; 970 ; 620 
 33.500 ; 1.350 ; 39.000 ; 31.180 ; 13.640 ; 26.080 ; 1.970 ; 21.400 ; 1.245 ; 38.180 ; 32.740 ; 12.100 ; 19.680 ; 15.560 ; 62.960 ; 4.550 ; 26.496 ; 10.700 ; 11.660 ; 1.235 ; 2.460 ; 12.450 ; 9.150 ; 969 ; 618 
 33.400 ; 1.340 ; 39.180 ; 30.900 ; 13.760 ; 26.220 ; 1.985 ; 21.240 ; 1.240 ; 38.000 ; 33.000 ; 12.100 ; 19.720 ; 15.580 ; 63.000 ; 4.579 ; 26.477 ; 10.700 ; 11.600 ; 1.240 ; 2.490 ; 12.500 ; 9.130 ; 975 ; 615 
 34.200 ; 1.365 ; 38.940 ; 31.980 ; 13.520 ; 26.000 ; 1.995 ; 21.400 ; 1.220 ; 38.400 ; 33.360 ; 11.860 ; 19.900 ; 15.640 ; 63.000 ; 4.599 ; 26.457 ; 10.780 ; 11.640 ; 1.245 ; 2.485 ; 12.500 ; 9.300 ; 975 ; 612 
 34.200 ; 1.365 ; 38.940 ; 31.980 ; 13.520 ; 26.000 ; 1.995 ; 21.400 ; 1.220 ; 38.400 ; 33.360 ; 11.860 ; 19.900 ; 15.640 ; 63.000 ; 4.599 ; 26.457 ; 10.780 ; 11.640 ; 1.245 ; 2.485 ; 12.500 ; 9.300 ; 975 ; 612 
 34.280 ; 1.325 ; 38.620 ; 31.680 ; 13.600 ; 26.000 ; 1.985 ; 20.940 ; 1.225 ; 38.020 ; 32.900 ; 11.440 ; 19.620 ; 15.280 ; 62.500 ; 4.490 ; 25.988 ; 10.600 ; 11.600 ; 1.215 ; 2.515 ; 12.600 ; 9.400 ; 968 ; 610 
 33.000 ; 1.325 ; 38.780 ; 30.680 ; 13.400 ; 25.800 ; 1.970 ; 21.000 ; 1.220 ; 37.860 ; 32.440 ; 11.400 ; 19.880 ; 15.400 ; 63.300 ; 4.520 ; 26.086 ; 10.260 ; 11.600 ; 1.215 ; 2.500 ; 12.600 ; 9.340 ; 967 ; 605 
 32.180 ; 1.350 ; 38.960 ; 30.000 ; 13.460 ; 25.700 ; 2.000 ; 21.200 ; 1.215 ; 38.200 ; 32.600 ; 11.780 ; 19.700 ; 15.400 ; 62.800 ; 4.466 ; 26.086 ; 10.400 ; 11.600 ; 1.205 ; 2.495 ; 12.550 ; 9.390 ; 965 ; 610 
 32.140 ; 1.340 ; 38.800 ; 30.100 ; 13.600 ; 25.900 ; 2.020 ; 20.860 ; 1.215 ; 38.080 ; 32.600 ; 11.780 ; 19.780 ; 15.320 ; 62.620 ; 4.515 ; 26.086 ; 10.440 ; 11.540 ; 1.205 ; 2.495 ; 12.550 ; 9.390 ; 960 ; 610 
 32.140 ; 1.340 ; 38.800 ; 30.100 ; 13.600 ; 25.900 ; 2.020 ; 20.860 ; 1.215 ; 38.080 ; 32.600 ; 11.780 ; 19.780 ; 15.320 ; 62.620 ; 4.515 ; 26.086 ; 10.440 ; 11.540 ; 1.205 ; 2.495 ; 12.550 ; 9.390 ; 960 ; 610 
 32.800 ; 1.340 ; 38.900 ; 30.400 ; 13.380 ; 26.080 ; 2.005 ; 20.620 ; 1.210 ; 38.040 ; 32.340 ; 11.760 ; 19.780 ; 15.400 ; 62.960 ; 4.480 ; 25.773 ; 10.540 ; 11.500 ; 1.205 ; 2.515 ; 12.600 ; 9.400 ; 954 ; 618 
 33.680 ; 1.340 ; 39.100 ; 31.000 ; 13.460 ; 26.000 ; 1.980 ; 20.860 ; 1.225 ; 38.500 ; 32.900 ; 11.760 ; 19.700 ; 15.300 ; 62.960 ; 4.550 ; 25.656 ; 10.580 ; 11.600 ; 1.215 ; 2.480 ; 12.600 ; 9.800 ; 950 ; 616 
 34.000 ; 1.360 ; 39.300 ; 31.600 ; 13.500 ; 26.300 ; 1.985 ; 20.880 ; 1.250 ; 38.480 ; 32.880 ; 11.800 ; 19.700 ; 15.360 ; 62.200 ; 4.525 ; 25.793 ; 10.620 ; 11.540 ; 1.240 ; 2.485 ; 12.600 ; 9.820 ; 965 ; 616 
 33.900 ; 1.380 ; 39.600 ; 31.780 ; 13.340 ; 26.400 ; 1.970 ; 20.740 ; 1.255 ; 38.620 ; 33.680 ; 11.840 ; 19.700 ; 15.340 ; 62.980 ; 4.550 ; 26.125 ; 10.640 ; 11.700 ; 1.255 ; 2.470 ; 12.350 ; 10.040 ; 969 ; 618 
 33.900 ; 1.380 ; 39.600 ; 31.780 ; 13.340 ; 26.400 ; 1.970 ; 20.740 ; 1.255 ; 38.620 ; 33.680 ; 11.840 ; 19.700 ; 15.340 ; 62.980 ; 4.550 ; 26.125 ; 10.640 ; 11.700 ; 1.255 ; 2.470 ; 12.350 ; 10.040 ; 969 ; 618 
